"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17210912","Rb1cc1","12421","RB1-inducible coiled-coil 1",0.22795444868202,5.5089601857546,1.35637125087878,0.192701377371638,0.333855972190134,-5.96075123658622
"2","17211000","Rrs1","59014","ribosome biogenesis regulator 1",-1.11712730815837,5.33267960343973,-6.73536028332395,3.46922978640135e-06,0.000173201297086088,4.58064907440433
"3","17211004","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",-0.719232728488839,3.73952239548787,-2.46664987514829,0.0245509525794016,0.0714350446348688,-4.1552206073062
"4","17211043","Sgk3","170755","serum/glucocorticoid regulated kinase 3",0.458141899515416,6.31386795687165,2.44685984975011,0.0255610218198415,0.0737294567754792,-4.19268488344935
"5","17211090","Cspp1","211660","centrosome and spindle pole associated protein 1",0.548790503958957,4.09480074229215,3.96205983148111,0.00100454265098053,0.00714752377912635,-1.07342930169665
"6","17211131","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",0.565537627079388,2.61978609507208,1.69936992662732,0.107450418863356,0.215873728843181,-5.47923799789044
"7","17211243","Terf1","21749","telomeric repeat binding factor 1",0.480800838432287,4.81212610294576,3.30282253323148,0.0041987956114776,0.0200438123572608,-2.47318172078298
"8","17211258","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",0.283458117799894,2.87844823964581,1.47858947658833,0.157517643220125,0.287797560393952,-5.79864029179903
"9","17211280","Tmem70","70397","transmembrane protein 70",-0.0355102109182059,4.81042054956912,-0.162361876073692,0.872932793826579,0.925945532545155,-6.86156525585177
"10","17211286","Ly96","17087","lymphocyte antigen 96",-0.0444877230361307,6.42725258254493,-0.106220147847894,0.916649531520034,0.953650635945409,-6.86945524069643
"11","17211369","Il17a","16171","interleukin 17A",-2.22719888865669,3.56837637335743,-6.42414453668234,6.25488839430529e-06,0.000248165803776709,3.99091143032086
"12","17211416","Khdc1a","368204","KH domain containing 1A",-0.000165118764289707,1.28132433737782,-0.0007378412934961,0.999419866627091,0.999855943931921,-6.87536331378291
"13","17211587","Dst","13518","dystonin",0.103358417347421,7.48792379071234,0.437312562341842,0.667382671771299,0.789551656118059,-6.77574775320395
"14","17211790","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.142997863823938,6.51881769966636,0.376739568626054,0.711022555269531,0.82044320653108,-6.80132511228773
"15","17211795","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",-0.43710645706042,4.35399688612903,-1.56246866741103,0.136577754395287,0.257793738683731,-5.6811740290948
"16","17211822","Cnnm4","94220","cyclin M4",0.201420135471466,5.23189123149004,1.08847307519503,0.291558750443691,0.446684407314578,-6.27559510090939
"17","17211832","Cnnm3","94218","cyclin M3",0.742043000748446,4.15721425828246,5.49192255007043,3.95106946563991e-05,0.000883240939128682,2.14603986938255
"18","17211867","Zap70","22637","zeta-chain (TCR) associated protein kinase",0.00538865154203316,2.65032356189052,0.0198138892380695,0.984422255368987,0.992039315713305,-6.87515794701951
"19","17211939","Inpp4a","269180","inositol polyphosphate-4-phosphatase, type I",1.0822141127304,5.86297344543124,4.47213195028529,0.000334207990608825,0.0034402750373496,0.0160913242560579
"20","17212174","Il1r2","16178","interleukin 1 receptor, type II",-0.559585579581292,4.48575491073336,-0.979766171507881,0.340923233391646,0.499748248409433,-6.38631914662748
"21","17212185","Il1r1","16177","interleukin 1 receptor, type I",-0.240468489966351,2.90597567216395,-1.10174846829914,0.285907094047181,0.441120113426902,-6.26137693910875
"22","17212199","Il1rl2","107527","interleukin 1 receptor-like 2",0.827134311556565,5.78156506786379,3.32718736894971,0.00398346045651188,0.0192149046658315,-2.42210519706304
"23","17212229","Il18r1","16182","interleukin 18 receptor 1",-0.192897067585393,2.17853982430863,-0.771229926111861,0.451145030814181,0.606029546294978,-6.56916205985435
"24","17212252","Il18rap","16174","interleukin 18 receptor accessory protein",-0.927993066721299,2.36232814257205,-2.88771229802682,0.0102157960822128,0.0372702039220401,-3.32873337341643
"25","17212269","Slc9a4","110895","solute carrier family 9 (sodium/hydrogen exchanger), member 4",-0.519910762684216,7.06404364113178,-2.74479767001276,0.0138066565963408,0.0462874536478332,-3.61494626041539
"26","17212286","Slc9a2","226999","solute carrier family 9 (sodium/hydrogen exchanger), member 2",0.866161190606162,4.31413171930143,3.112265370812,0.0063285529070777,0.0263895741952285,-2.86972568278492
"27","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",0.889690004891873,3.70187385497491,3.82417526735696,0.00135505982529169,0.00877639287926756,-1.36816138714128
"28","17212423","Ercc5","22592","excision repair cross-complementing rodent repair deficiency, complementation group 5",0.382320744528775,4.13597492612496,2.06865337989417,0.0541190034254932,0.129431915976898,-4.87819531777603
"29","17212719","Cavin2","20324","caveolae associated 2",0.576301678115852,3.14224864423931,1.58591148365975,0.131161378835592,0.250570095855877,-5.64747608584167
"30","17212724","Stat4","20849","signal transducer and activator of transcription 4",-0.494325212735436,3.52980087695413,-0.823630373969389,0.421540702248103,0.579763624235166,-6.52697871743615
"31","17212750","Stat1","20846","signal transducer and activator of transcription 1",0.104298401999053,7.5805254745565,0.629950481452979,0.537092624367723,0.681621254301119,-6.66989552974961
"32","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",0.513545405774912,2.36753352502719,2.61427940641852,0.0181232520652286,0.0568099495408053,-3.871486145507
"33","17212821","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",0.0558624872803541,3.41422715148435,0.194054361001469,0.848430418314876,0.909422303866415,-6.85565933366812
"34","17212882","Hspe1","15528","heat shock protein 1 (chaperonin 10)",0.0702271482190122,4.38243466253273,0.306471287538538,0.762963052212305,0.853356962475013,-6.82629880403478
"35","17212908","Plcl1","227120","phospholipase C-like 1",0.39953817587664,1.60509718552881,2.19085515752843,0.042666842625837,0.10759231091272,-4.66352494471865
"36","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",0.256965605748049,3.60876242553987,1.49412587837147,0.153449805603009,0.282867010882347,-5.77725515264252
"37","17213185","Cbx3","12417","chromobox 3",0.274200904077587,5.69941917064514,1.40441945368141,0.178179149629402,0.315353407807901,-5.89833401068847
